05042026	A	35001		0	0	0	0
05042026	B	35001		0	0	0	0
05042026	C	35001		0	0	0	0
05042026	A	35002		0	0	0	0
05042026	B	35002		0	0	0	0
05042026	C	35002		0	0	0	0
05042026	A	35003	755	302	4	8	1
05042026	B	35003	747	149	6	29	0
05042026	C	35003	751	257	13	11	4
05042026	A	35004		0	0	0	0
05042026	B	35004		0	0	0	0
05042026	C	35004		0	0	0	0
05042026	A	35005		0	0	0	0
05042026	B	35005		0	0	0	0
05042026	C	35005		0	0	0	0
05042026	A	35006	837	373	6	2	0
05042026	B	35006	836	384	8	2	1
05042026	C	35006	836	378	6	2	2
05042026	A	35007	832	358	9	1	4
05042026	B	35007	832	342	9	3	3
05042026	C	35007	831	329	16	4	4
05042026	A	35008	834	331	1	12	0
05042026	B	35008	834	343	1	3	0
05042026	C	35008	833	365	2	10	2
05042026	A	35009	753	315	6	2	3
05042026	B	35009	753	324	4	2	4
05042026	C	35009	753	225	4	0	0
05042026	A	35010		0	0	0	0
05042026	B	35010		0	0	0	0
05042026	C	35010		0	0	0	0
05042026	A	35011		0	0	0	0
05042026	B	35011		0	0	0	0
05042026	C	35011		0	0	0	0
05042026	A	35012	744	323	6	2	1
05042026	B	35012	745	315	5	5	1
05042026	C	35012	738	236	17	16	0
05042026	A	35013		0	0	0	0
05042026	B	35013		0	0	0	0
05042026	C	35013		0	0	0	0
05042026	A	35014		0	0	0	0
05042026	B	35014		0	0	0	0
05042026	C	35014		0	0	0	0
05042026	A	35015		0	0	0	0
05042026	B	35015		0	0	0	0
05042026	C	35015		0	0	0	0
05042026	A	35016	831	365	14	0	0
05042026	B	35016	831	350	6	5	0
05042026	C	35016	831	360	6	3	2
05042026	A	35017	745	314	3	6	0
05042026	B	35017	746	340	1	1	3
05042026	C	35017	743	253	6	14	0
05042026	A	35018		0	0	0	0
05042026	B	35018		0	0	0	0
05042026	C	35018		0	0	0	0
05042026	A	35019		0	0	0	0
05042026	B	35019		0	0	0	0
05042026	C	35019		0	0	0	0
05042026	A	35020		0	0	0	0
05042026	B	35020		0	0	0	0
05042026	C	35020		0	0	0	0
05042026	A	35021		0	0	0	0
05042026	B	35021		0	0	0	0
05042026	C	35021		0	0	0	0
05042026	A	35022	855	335	4	12	0
05042026	B	35022	856	368	3	4	1
05042026	C	35022	859	16	0	2	0
05042026	A	35023		0	0	0	0
05042026	B	35023		0	0	0	0
05042026	C	35023		0	0	0	0
05042026	A	35024		0	0	0	0
05042026	B	35024		0	0	0	0
05042026	C	35024		0	0	0	0
05042026	A	35025		0	0	0	0
05042026	B	35025		0	0	0	0
05042026	C	35025		0	0	0	0
05042026	A	35026		0	0	0	0
05042026	B	35026		0	0	0	0
05042026	C	35026		0	0	0	0
05042026	A	35027		0	0	0	0
05042026	B	35027		0	0	0	0
05042026	C	35027		0	0	0	0
05042026	A	35028	762	338	5	2	2
05042026	B	35028	763	202	1	1	0
05042026	C	35028		0	0	0	0
05042026	A	35029		0	0	0	0
05042026	B	35029		0	0	0	0
05042026	C	35029		0	0	0	0
05042026	A	35030		0	0	0	0
05042026	B	35030		0	0	0	0
05042026	C	35030		0	0	0	0
05042026	A	35031		0	0	0	0
05042026	B	35031		0	0	0	0
05042026	C	35031		0	0	0	0
05042026	A	35032		0	0	0	0
05042026	B	35032		0	0	0	0
05042026	C	35032		0	0	0	0
05042026	A	35033		0	0	0	0
05042026	B	35033		0	0	0	0
05042026	C	35033		0	0	0	0
05042026	A	35034		0	0	0	0
05042026	B	35034		0	0	0	0
05042026	C	35034		0	0	0	0
05042026	A	35035		0	0	0	0
05042026	B	35035		0	0	0	0
05042026	C	35035		0	0	0	0
05042026	A	35036		0	0	0	0
05042026	B	35036		0	0	0	0
05042026	C	35036		0	0	0	0
05042026	A	35037		0	0	0	0
05042026	B	35037		0	0	0	0
05042026	C	35037		0	0	0	0
05042026	A	35038		0	0	0	0
05042026	B	35038		0	0	0	0
05042026	C	35038		0	0	0	0
05042026	A	35039		0	0	0	0
05042026	B	35039		0	0	0	0
05042026	C	35039		0	0	0	0
05042026	A	35040		0	0	0	0
05042026	B	35040		0	0	0	0
05042026	C	35040		0	0	0	0
05042026	A	35041	753	207	7	9	0
05042026	B	35041	756	322	19	1	0
05042026	C	35041	756	323	7	4	1
05042026	A	35042		0	0	0	0
05042026	B	35042		0	0	0	0
05042026	C	35042		0	0	0	0
05042026	A	35043		0	0	0	0
05042026	B	35043		0	0	0	0
05042026	C	35043		0	0	0	0
05042026	A	35044		0	0	0	0
05042026	B	35044		0	0	0	0
05042026	C	35044		0	0	0	0
05042026	A	35045		0	0	0	0
05042026	B	35045		0	0	0	0
05042026	C	35045		0	0	0	0
05042026	A	35046	761	349	5	3	2
05042026	B	35046	761	304	1	6	4
05042026	C	35046	760	315	3	7	2
05042026	A	35047		0	0	0	0
05042026	B	35047		0	0	0	0
05042026	C	35047		0	0	0	0
05042026	A	35048		0	0	0	0
05042026	B	35048		0	0	0	0
05042026	C	35048		0	0	0	0
05042026	A	35049	762	312	3	2	1
05042026	B	35049	761	310	8	8	0
05042026	C	35049	760	268	3	20	0
05042026	A	35050		0	0	0	0
05042026	B	35050		0	0	0	0
05042026	C	35050		0	0	0	0
05042026	A	35051		0	0	0	0
05042026	B	35051		0	0	0	0
05042026	C	35051		0	0	0	0
05042026	A	35052		0	0	0	0
05042026	B	35052		0	0	0	0
05042026	C	35052		0	0	0	0
05042026	A	35053	750	293	3	2	1
05042026	B	35053	750	346	1	1	0
05042026	C	35053	750	335	3	3	2
05042026	A	35054		0	0	0	0
05042026	B	35054		0	0	0	0
05042026	C	35054		0	0	0	0
05042026	A	35055		0	0	0	0
05042026	B	35055		0	0	0	0
05042026	C	35055		0	0	0	0
05042026	A	35056		0	0	0	0
05042026	B	35056		0	0	0	0
05042026	C	35056		0	0	0	0
05042026	A	35057		0	0	0	0
05042026	B	35057		0	0	0	0
05042026	C	35057		0	0	0	0
05042026	A	35058		0	0	0	0
05042026	B	35058		0	0	0	0
05042026	C	35058		0	0	0	0
05042026	A	35059		0	0	0	0
05042026	B	35059		0	0	0	0
05042026	C	35059		0	0	0	0
05042026	A	35060		0	0	0	0
05042026	B	35060		0	0	0	0
05042026	C	35060		0	0	0	0
05042026	A	35061		0	0	0	0
